date,tasks_created,overdue_last_3d,high_priority,avg_duration,active_today,label_zaval
2040-02-06,6,1,2,4.59,3,0
2040-02-07,3,2,2,2.36,6,0
2040-02-08,2,5,5,3.69,9,1
2040-02-09,2,3,4,4.7,11,1
2040-02-10,4,0,0,1.98,2,1
2040-02-11,4,1,2,2.99,3,0
2040-02-12,5,2,1,1.59,5,1
2040-02-13,6,4,4,3.91,11,1
2040-02-14,1,0,2,2.88,3,0
2040-02-15,6,0,1,3.62,5,0
2040-02-16,7,3,5,3.94,8,1
2040-02-17,2,2,2,2.8,5,0
2040-02-18,3,2,2,4.53,6,0
2040-02-19,4,3,3,2.5,8,1
2040-02-20,7,0,2,2.19,2,0
2040-02-21,7,0,0,2.4,4,0
2040-02-22,5,1,2,4.02,4,1
2040-02-23,8,1,1,2.54,2,0
2040-02-24,6,2,1,4.69,5,0
2040-02-25,1,4,3,3.74,10,1
2040-02-26,3,2,2,4.57,5,0
2040-02-27,3,0,2,3.11,3,0
2040-02-28,6,0,0,2.05,4,0
2040-02-29,5,1,0,1.57,6,0
2040-03-01,6,0,0,4.55,4,0
2040-03-02,6,2,2,1.96,3,0
2040-03-03,5,0,0,2.7,2,0
2040-03-04,6,2,0,2.34,5,0
2040-03-05,3,5,4,3.99,9,1
2040-03-06,4,1,0,2.27,2,0
2040-03-07,3,1,1,4.88,2,0
2040-03-08,5,1,0,1.55,2,1
2040-03-09,2,2,2,3.07,2,0
2040-03-10,4,3,4,3.03,8,1
2040-03-11,6,5,5,2.23,9,1
2040-03-12,8,1,1,4.41,2,1
2040-03-13,2,5,5,3.78,10,1
2040-03-14,5,2,1,3.88,6,0
2040-03-15,5,4,3,3.08,8,1
2040-03-16,4,5,4,1.53,8,1
2040-03-17,4,2,2,2.55,5,0
2040-03-18,4,3,4,2.16,9,1
2040-03-19,5,1,1,3.2,5,0
2040-03-20,2,1,0,3.93,6,0
2040-03-21,5,1,2,3.37,5,0
2040-03-22,4,0,0,3.26,4,0
2040-03-23,3,4,5,2.27,11,1
2040-03-24,5,3,5,3.54,10,1
2040-03-25,4,1,0,3.02,4,0
2040-03-26,5,1,2,2.4,2,0
2040-03-27,2,1,1,2.5,4,0
2040-03-28,3,1,1,2.14,3,0
2040-03-29,2,1,1,3.93,2,0
2040-03-30,4,3,3,3.59,11,1
2040-03-31,0,5,3,3.51,10,1
2040-04-01,0,1,2,4.18,5,0
2040-04-02,4,0,1,2.29,3,0
2040-04-03,6,2,0,4.82,4,0
2040-04-04,7,0,2,3.99,5,0
2040-04-05,6,2,0,4.87,6,0
2040-04-06,5,0,0,2.98,6,0
2040-04-07,6,3,3,4.79,9,1
2040-04-08,3,1,2,2.23,4,0
2040-04-09,7,5,3,3.53,11,1
2040-04-10,3,1,2,2.66,5,0
2040-04-11,2,1,0,4.9,5,1
2040-04-12,8,3,4,2.76,11,1
2040-04-13,5,1,2,2.83,5,0
2040-04-14,4,4,5,1.83,10,1
2040-04-15,2,5,4,3.36,8,1
2040-04-16,6,2,0,3.5,6,0
2040-04-17,1,0,2,1.98,2,0
2040-04-18,4,0,0,4.74,6,0
2040-04-19,6,2,0,3.61,3,0
2040-04-20,8,5,5,1.94,11,1
2040-04-21,5,1,0,1.88,4,0
2040-04-22,5,0,1,3.35,2,0
2040-04-23,3,3,4,3.11,9,1
2040-04-24,5,2,1,4.22,2,1
2040-04-25,10,2,0,2.75,6,0
2040-04-26,2,2,1,3.02,5,0
2040-04-27,1,5,5,4.16,10,1
2040-04-28,0,2,2,3.0,4,0
2040-04-29,4,5,4,3.1,9,1
2040-04-30,3,4,5,1.78,11,1
2040-05-01,4,2,1,4.34,2,0
2040-05-02,5,1,2,4.95,4,0
2040-05-03,5,2,1,2.82,2,0
2040-05-04,4,0,1,3.36,4,0
2040-05-05,2,4,4,2.03,11,1
2040-05-06,4,5,5,2.46,11,1
2040-05-07,1,1,1,3.13,5,0
2040-05-08,3,3,5,2.43,9,1
2040-05-09,4,4,3,1.51,9,1
2040-05-10,2,1,0,2.13,4,0
2040-05-11,5,3,5,1.64,10,1
2040-05-12,5,4,5,1.56,11,1
2040-05-13,4,5,4,4.38,11,1
2040-05-14,1,2,0,3.26,5,0
2040-05-15,4,0,0,3.7,3,1
2040-05-16,6,1,0,4.6,2,0
2040-05-17,9,0,1,4.05,4,0
2040-05-18,5,2,2,4.94,3,0
2040-05-19,5,1,1,4.93,2,0
2040-05-20,1,2,1,2.03,4,0
2040-05-21,2,4,3,3.4,11,1
2040-05-22,3,2,2,3.78,4,0
2040-05-23,8,1,0,4.01,4,0
2040-05-24,7,0,0,2.75,5,0
2040-05-25,2,1,2,3.85,6,0
2040-05-26,7,1,1,2.91,4,1
2040-05-27,3,5,3,3.01,9,1
2040-05-28,4,2,1,1.97,2,0
2040-05-29,4,0,0,2.95,2,0
2040-05-30,2,1,1,2.39,2,0
2040-05-31,2,3,3,3.67,9,1
2040-06-01,5,2,0,3.46,5,0
2040-06-02,5,2,1,1.8,6,0
2040-06-03,2,5,3,4.39,8,1
2040-06-04,4,1,0,3.19,5,0
2040-06-05,4,1,2,2.66,6,0
2040-06-06,3,2,0,1.9,6,0
2040-06-07,7,4,4,3.45,11,1
2040-06-08,2,3,3,2.91,8,1
2040-06-09,3,1,2,3.87,4,0
2040-06-10,5,1,0,2.58,4,1
2040-06-11,5,2,1,3.49,3,0
2040-06-12,5,5,5,4.31,9,1
2040-06-13,1,2,2,2.09,6,0
2040-06-14,3,5,5,2.69,8,1
2040-06-15,5,2,0,2.17,2,0
2040-06-16,4,2,2,3.05,3,0
2040-06-17,4,0,1,3.99,2,0
2040-06-18,3,0,0,3.02,6,0
2040-06-19,4,0,2,3.87,5,0
2040-06-20,4,5,4,4.51,11,1
2040-06-21,4,0,1,2.99,4,0
2040-06-22,2,2,2,2.0,6,0
2040-06-23,4,2,2,3.2,5,0
2040-06-24,4,1,0,3.17,2,0
2040-06-25,0,1,1,4.06,3,0
2040-06-26,7,0,2,2.64,2,0
2040-06-27,3,1,2,4.1,3,0
2040-06-28,4,1,0,2.44,3,0
2040-06-29,2,5,3,1.99,11,1
2040-06-30,4,1,0,2.11,5,0
2040-07-01,3,3,4,2.99,11,1
2040-07-02,2,0,1,3.87,2,0
2040-07-03,3,0,1,4.28,6,0
2040-07-04,2,2,2,3.04,4,0
2040-07-05,3,2,0,1.64,5,0
2040-07-06,2,0,2,4.32,6,0
2040-07-07,2,0,1,3.13,3,1
2040-07-08,7,3,3,2.25,8,1
2040-07-09,4,5,3,2.09,8,1
2040-07-10,3,3,4,3.61,11,1
2040-07-11,9,5,3,4.83,9,1
2040-07-12,7,0,1,4.98,3,0
2040-07-13,2,0,1,4.14,5,1
2040-07-14,2,0,0,2.42,6,0
2040-07-15,4,0,1,2.78,2,0
2040-07-16,6,2,1,2.37,6,0
2040-07-17,5,1,1,2.81,5,0
2040-07-18,7,4,4,2.44,9,1
2040-07-19,3,0,0,3.84,5,0
2040-07-20,6,1,2,1.83,5,0
2040-07-21,4,2,0,2.73,4,0
2040-07-22,8,5,5,3.92,9,1
2040-07-23,6,1,1,4.12,5,0
2040-07-24,8,1,1,1.71,2,0
2040-07-25,3,2,0,4.36,6,0
2040-07-26,7,5,3,4.48,9,1
2040-07-27,5,2,2,3.71,5,0
2040-07-28,5,1,1,1.89,5,0
2040-07-29,2,2,1,4.79,3,0
2040-07-30,6,2,0,3.09,3,0
2040-07-31,8,1,0,2.44,2,0
2040-08-01,4,0,0,3.07,4,0
2040-08-02,4,2,0,4.04,3,0
2040-08-03,2,5,3,4.42,8,1
2040-08-04,7,2,1,2.76,2,0
2040-08-05,1,2,2,2.54,6,0
2040-08-06,1,1,1,4.64,3,0
2040-08-07,0,2,1,4.41,4,0
2040-08-08,6,1,2,4.42,6,0
2040-08-09,1,3,3,2.4,9,1
2040-08-10,5,4,3,4.62,9,1
2040-08-11,0,1,0,2.14,3,0
2040-08-12,0,4,5,4.74,10,1
2040-08-13,2,1,2,1.81,6,0
2040-08-14,4,4,5,2.76,9,1
2040-08-15,2,2,2,1.59,6,0
2040-08-16,5,3,4,2.29,8,1
2040-08-17,3,1,1,3.61,3,0
2040-08-18,4,0,0,3.08,6,0
2040-08-19,0,4,4,4.79,8,1
2040-08-20,7,1,0,4.06,4,0
2040-08-21,4,0,2,3.28,2,0
2040-08-22,1,0,0,4.05,5,1
2040-08-23,4,1,1,4.34,2,0
2040-08-24,5,0,0,4.43,6,0
2040-08-25,9,2,0,3.07,4,0
2040-08-26,2,4,5,3.16,11,1
2040-08-27,7,2,0,2.4,5,0
2040-08-28,3,0,2,2.4,6,0
2040-08-29,5,0,0,4.46,6,0
2040-08-30,3,2,1,3.72,5,0
2040-08-31,5,2,1,4.48,2,0
2040-09-01,3,5,3,3.54,9,1
2040-09-02,2,2,0,3.32,3,0
2040-09-03,5,2,1,3.17,2,0
2040-09-04,3,1,2,3.58,4,0
2040-09-05,2,0,1,1.5,5,0
2040-09-06,8,2,0,2.87,4,0
2040-09-07,4,2,2,2.52,3,0
2040-09-08,4,0,1,1.81,6,1
2040-09-09,4,4,3,2.11,8,1
2040-09-10,2,4,4,2.84,11,1
2040-09-11,5,2,0,2.66,6,0
2040-09-12,9,2,0,4.53,3,0
2040-09-13,6,0,2,4.69,5,0
2040-09-14,0,3,3,3.81,8,1
2040-09-15,5,0,2,3.65,2,0
2040-09-16,4,0,1,4.65,5,0
2040-09-17,7,1,0,3.44,6,0
2040-09-18,4,3,4,4.29,10,1
2040-09-19,6,2,1,2.56,4,0
2040-09-20,5,0,1,3.13,2,0
2040-09-21,3,0,0,3.3,6,0
2040-09-22,3,4,5,2.67,8,1
2040-09-23,3,0,0,4.22,5,0
2040-09-24,3,5,4,2.05,10,1
2040-09-25,1,3,3,2.34,9,1
2040-09-26,4,0,2,2.2,5,0
2040-09-27,6,0,1,4.95,2,0
2040-09-28,3,3,4,2.28,11,1
2040-09-29,6,2,2,2.21,4,0
2040-09-30,5,5,5,1.83,9,1
2040-10-01,4,0,1,1.72,3,0
2040-10-02,5,0,2,2.08,3,0
2040-10-03,5,0,1,2.95,2,0
2040-10-04,3,3,4,3.31,9,1
2040-10-05,5,2,1,3.06,5,0
2040-10-06,5,2,0,3.35,4,0
2040-10-07,4,1,2,3.17,2,0
2040-10-08,3,4,4,3.39,9,1
2040-10-09,5,0,0,2.97,3,0
2040-10-10,6,3,5,3.05,11,1
2040-10-11,8,1,0,4.71,4,0
2040-10-12,2,2,1,4.96,4,0
2040-10-13,3,0,2,4.07,2,0
2040-10-14,6,1,1,3.29,4,0
2040-10-15,3,0,2,4.24,3,0
2040-10-16,8,4,5,4.11,9,1
2040-10-17,3,0,1,3.08,4,0
2040-10-18,3,1,1,2.06,4,1
2040-10-19,4,0,1,2.93,6,0
2040-10-20,0,0,0,4.44,4,0
2040-10-21,5,4,3,1.55,11,1
2040-10-22,5,1,2,4.51,3,0
2040-10-23,7,1,1,3.98,2,0
2040-10-24,6,0,1,3.76,6,0
2040-10-25,5,0,1,3.3,3,0
2040-10-26,5,0,2,1.66,6,0
2040-10-27,1,1,1,2.37,3,0
2040-10-28,5,3,4,4.81,11,1
2040-10-29,6,5,4,4.32,9,1
2040-10-30,7,0,0,4.54,2,0
2040-10-31,4,1,2,4.23,3,0
2040-11-01,4,2,1,3.49,2,0
2040-11-02,2,0,2,1.61,5,0
2040-11-03,2,5,5,4.7,8,1
2040-11-04,3,2,1,1.51,2,0
2040-11-05,3,2,0,2.99,2,0
2040-11-06,7,2,0,3.91,5,1
2040-11-07,8,0,1,4.38,4,0
2040-11-08,2,4,5,3.26,11,1
2040-11-09,3,1,0,2.96,3,0
2040-11-10,2,1,0,3.61,5,0
2040-11-11,2,1,0,4.18,4,0
2040-11-12,4,0,2,1.71,2,0
2040-11-13,3,3,4,1.9,8,1
2040-11-14,5,2,0,3.39,4,1
2040-11-15,2,2,2,3.97,5,0
2040-11-16,5,4,3,1.67,8,1
2040-11-17,4,1,2,2.51,4,0
2040-11-18,6,1,0,1.8,5,0
2040-11-19,3,2,2,2.04,3,0
2040-11-20,2,1,0,4.79,6,0
2040-11-21,5,0,1,1.68,5,0
2040-11-22,3,4,4,4.27,11,1
2040-11-23,4,0,2,4.52,6,0
2040-11-24,0,2,2,2.4,4,1
2040-11-25,3,2,1,4.43,3,0
2040-11-26,5,2,2,2.19,3,0
2040-11-27,5,4,5,2.71,11,1
2040-11-28,5,4,3,3.59,8,1
2040-11-29,2,4,5,4.6,8,1
2040-11-30,1,0,2,2.49,2,0
2040-12-01,7,4,3,3.41,10,1
2040-12-02,6,5,5,2.12,9,1
2040-12-03,4,5,3,1.54,10,1
2040-12-04,2,2,2,2.49,2,1
2040-12-05,4,1,2,3.94,4,0
2040-12-06,3,1,2,2.61,6,1
2040-12-07,2,3,4,2.49,9,1
2040-12-08,4,0,1,2.86,3,0
2040-12-09,4,5,4,2.57,11,1
2040-12-10,3,1,2,2.78,3,1
2040-12-11,4,4,5,4.59,10,1
2040-12-12,0,0,1,3.45,4,0
2040-12-13,7,4,4,3.27,11,1
2040-12-14,3,2,0,4.58,3,0
2040-12-15,3,2,0,4.34,6,0
2040-12-16,1,1,2,1.72,6,0
2040-12-17,5,0,1,2.8,3,0
2040-12-18,6,2,1,2.94,6,0
2040-12-19,7,1,0,4.61,4,0
2040-12-20,5,1,2,1.85,4,0
2040-12-21,3,2,2,2.05,3,0
2040-12-22,4,4,3,4.08,8,1
2040-12-23,5,0,1,1.79,3,0
2040-12-24,3,2,2,4.89,2,0
2040-12-25,3,1,1,4.98,3,0
2040-12-26,5,2,2,3.83,2,0
2040-12-27,5,1,2,3.73,3,1
2040-12-28,2,0,1,4.88,3,0
2040-12-29,3,0,1,4.28,6,0
2040-12-30,4,0,0,2.83,2,1
2040-12-31,6,2,1,4.39,4,0
2041-01-01,3,0,2,2.35,5,0
2041-01-02,5,4,5,4.71,10,1
2041-01-03,2,2,0,4.4,2,0
2041-01-04,7,4,5,2.93,9,1
2041-01-05,2,1,0,4.72,3,0
2041-01-06,8,5,4,1.84,10,1
2041-01-07,4,4,3,3.73,10,1
2041-01-08,3,3,5,2.66,11,1
2041-01-09,1,0,2,1.89,4,0
2041-01-10,5,1,2,3.28,6,1
2041-01-11,4,2,2,2.25,3,0
2041-01-12,4,1,1,2.41,6,0
2041-01-13,3,2,1,2.56,6,0
2041-01-14,5,2,1,4.48,5,0
2041-01-15,5,1,1,2.85,2,0
2041-01-16,3,0,0,4.57,5,0
2041-01-17,3,0,1,2.59,5,0
2041-01-18,2,4,5,2.66,9,1
2041-01-19,3,0,1,4.9,6,0
2041-01-20,1,4,5,1.74,11,1
2041-01-21,3,1,1,1.76,5,1
2041-01-22,6,3,3,4.54,10,1
2041-01-23,5,2,1,3.18,6,0
2041-01-24,6,4,3,4.19,9,1
2041-01-25,4,2,1,3.3,6,0
2041-01-26,4,1,1,2.06,4,1
2041-01-27,7,3,4,3.38,11,1
2041-01-28,4,3,4,1.67,9,1
2041-01-29,2,3,3,3.31,9,1
2041-01-30,6,2,2,5.0,6,0
2041-01-31,5,1,2,2.12,5,0
2041-02-01,4,4,3,3.98,11,1
2041-02-02,3,2,0,2.98,3,0
2041-02-03,9,2,1,2.22,2,0
2041-02-04,6,1,2,3.53,2,0
2041-02-05,8,5,4,3.82,8,1
2041-02-06,3,2,0,2.39,2,1
2041-02-07,6,3,3,2.34,10,1
2041-02-08,1,1,2,3.95,5,0
2041-02-09,3,0,1,3.94,2,0
2041-02-10,3,1,0,4.84,5,0
2041-02-11,3,2,1,4.94,5,0
2041-02-12,4,4,5,2.44,8,1
2041-02-13,5,3,4,4.45,10,1
2041-02-14,1,2,0,2.62,6,0
2041-02-15,3,1,1,1.77,2,0
2041-02-16,6,4,4,4.06,11,1
2041-02-17,2,1,1,2.17,4,0
2041-02-18,4,1,2,4.37,2,0
2041-02-19,1,2,1,1.75,6,0
2041-02-20,6,0,0,3.84,2,0
2041-02-21,2,2,1,4.66,2,0
2041-02-22,1,0,1,3.57,4,0
2041-02-23,4,2,1,4.29,4,0
2041-02-24,2,4,4,4.6,11,1
2041-02-25,3,4,4,1.95,8,1
2041-02-26,2,4,3,2.16,11,1
2041-02-27,3,3,4,4.53,8,1
2041-02-28,3,1,0,3.99,3,0
2041-03-01,4,1,1,4.34,2,1
2041-03-02,1,0,1,3.2,6,0
2041-03-03,2,0,2,3.57,4,0
2041-03-04,4,1,2,1.77,3,0
2041-03-05,5,0,0,4.95,2,0
2041-03-06,6,0,2,4.02,2,1
2041-03-07,3,4,4,2.81,11,1
2041-03-08,8,5,5,2.44,8,1
2041-03-09,1,1,1,2.12,6,0
2041-03-10,3,3,5,4.69,11,1
2041-03-11,4,5,3,2.37,9,1
2041-03-12,2,1,0,2.47,6,0
2041-03-13,2,3,5,2.58,8,1
2041-03-14,5,1,2,3.84,4,0
2041-03-15,7,1,0,3.91,5,0
2041-03-16,2,2,2,2.04,4,0
2041-03-17,7,1,1,2.54,3,0
2041-03-18,5,1,0,4.55,4,0
2041-03-19,1,3,3,4.31,9,1
2041-03-20,3,2,1,4.56,4,0
2041-03-21,3,2,2,3.06,4,0
2041-03-22,8,0,0,4.81,3,0
2041-03-23,2,2,1,4.34,2,0
2041-03-24,5,3,3,3.83,9,1
2041-03-25,4,3,4,3.26,11,1
2041-03-26,0,1,2,4.53,3,0
2041-03-27,4,5,4,3.54,10,1
2041-03-28,5,5,5,3.65,10,1
2041-03-29,5,2,0,2.02,3,0
2041-03-30,2,4,4,3.26,8,1
2041-03-31,4,1,2,1.7,3,0
2041-04-01,3,4,5,4.43,8,1
2041-04-02,5,2,0,2.74,2,0
2041-04-03,1,1,2,4.14,2,0
2041-04-04,3,1,1,3.98,4,0
2041-04-05,5,0,2,4.71,4,0
2041-04-06,8,2,0,2.39,6,0
2041-04-07,5,5,3,1.78,8,1
2041-04-08,4,5,4,1.53,11,1
2041-04-09,8,0,0,1.78,4,0
2041-04-10,4,3,3,3.19,10,1
2041-04-11,1,1,1,5.0,3,0
2041-04-12,7,0,2,1.66,2,0
2041-04-13,3,2,2,4.97,4,0
2041-04-14,3,3,4,4.7,8,1
2041-04-15,7,2,0,3.28,4,0
2041-04-16,7,5,4,2.0,8,1
2041-04-17,4,5,4,3.05,11,1
2041-04-18,7,1,0,3.37,2,1
2041-04-19,7,1,1,2.82,4,0
2041-04-20,2,2,2,3.45,2,0
2041-04-21,3,2,2,4.03,3,0
2041-04-22,4,1,1,4.49,6,0
2041-04-23,8,1,2,4.27,6,0
2041-04-24,5,1,2,3.38,3,0
2041-04-25,2,2,2,4.13,4,1
2041-04-26,2,2,2,2.09,5,0
2041-04-27,7,3,3,2.51,10,1
2041-04-28,3,4,3,2.22,10,1
2041-04-29,3,2,1,2.74,3,0
2041-04-30,1,4,5,4.0,9,1
2041-05-01,13,1,0,1.61,6,0
2041-05-02,5,2,2,4.49,2,0
2041-05-03,1,0,2,2.47,5,0
2041-05-04,4,2,0,3.21,4,0
2041-05-05,4,1,1,2.09,6,0
2041-05-06,2,1,2,3.94,2,1
2041-05-07,3,0,0,4.95,5,0
2041-05-08,3,1,1,4.25,2,0
2041-05-09,1,0,2,4.57,2,0
2041-05-10,6,0,0,3.88,2,0
2041-05-11,2,0,2,1.95,5,0
2041-05-12,1,0,1,3.2,5,0
2041-05-13,6,2,0,2.67,5,0
2041-05-14,2,1,2,2.12,5,0
2041-05-15,2,0,2,3.22,2,0
2041-05-16,5,1,0,2.01,5,0
2041-05-17,2,5,5,2.17,10,1
2041-05-18,0,2,0,3.13,5,0
2041-05-19,5,1,1,4.63,6,0
2041-05-20,3,0,2,1.94,5,0
2041-05-21,3,0,2,3.08,6,0
2041-05-22,6,0,0,3.57,2,0
2041-05-23,2,1,1,3.02,4,0
2041-05-24,3,4,3,1.54,8,1
2041-05-25,4,5,4,2.93,9,1
2041-05-26,6,2,2,3.59,4,0
2041-05-27,4,2,1,4.11,2,0
2041-05-28,6,0,0,2.37,6,0
2041-05-29,4,2,2,1.97,3,0
2041-05-30,3,5,3,1.88,8,1
2041-05-31,1,2,2,1.96,2,0
2041-06-01,5,1,1,4.3,4,0
2041-06-02,1,1,2,4.77,4,0
2041-06-03,5,5,4,1.98,8,1
2041-06-04,3,4,5,3.39,9,1
2041-06-05,1,2,2,4.72,6,1
2041-06-06,6,4,5,2.99,10,1
2041-06-07,2,2,0,3.23,5,0
2041-06-08,6,5,3,3.17,9,1
2041-06-09,4,2,1,2.18,4,0
2041-06-10,5,5,4,3.52,9,1
2041-06-11,0,1,2,3.34,4,1
2041-06-12,3,2,0,4.17,6,0
2041-06-13,5,1,0,4.82,4,0
2041-06-14,5,4,4,3.48,9,1
2041-06-15,3,1,1,3.95,5,0
2041-06-16,2,5,4,2.69,9,1
2041-06-17,5,1,2,1.74,5,0
2041-06-18,4,3,3,2.35,8,1
2041-06-19,3,1,2,2.4,2,0
2041-06-20,6,2,1,2.62,3,0
2041-06-21,2,2,2,1.97,5,0
2041-06-22,7,4,3,3.93,11,1
2041-06-23,4,4,4,2.52,10,1
2041-06-24,3,2,0,1.62,4,1
2041-06-25,5,4,3,4.54,8,1
2041-06-26,10,0,1,2.71,3,0
2041-06-27,2,4,5,3.15,11,1
2041-06-28,6,2,1,2.03,6,1
2041-06-29,4,4,4,3.26,10,1
2041-06-30,3,2,2,1.7,2,0
2041-07-01,1,3,5,4.94,10,1
2041-07-02,5,1,2,3.28,2,1
2041-07-03,2,0,1,3.44,6,0
2041-07-04,7,2,0,3.95,5,0
2041-07-05,3,0,0,3.34,3,1
2041-07-06,6,1,1,4.8,5,0
2041-07-07,10,0,0,2.76,5,0
2041-07-08,1,5,5,4.43,11,1
2041-07-09,8,3,3,2.58,11,1
2041-07-10,2,3,4,4.48,8,1
2041-07-11,4,3,4,1.61,10,1
2041-07-12,2,2,1,2.39,5,0
2041-07-13,6,1,2,4.18,5,0
2041-07-14,5,4,3,4.87,8,1
2041-07-15,3,2,0,2.74,3,0
2041-07-16,5,4,3,3.8,10,1
2041-07-17,3,0,0,4.02,6,1
2041-07-18,1,0,2,1.96,6,0
2041-07-19,6,5,4,4.72,9,1
2041-07-20,2,2,1,2.4,3,0
2041-07-21,1,2,2,3.66,3,0
2041-07-22,3,1,0,3.05,4,0
2041-07-23,3,1,2,4.54,5,1
2041-07-24,3,2,2,1.84,3,0
2041-07-25,3,0,2,3.3,6,0
2041-07-26,8,2,2,3.26,2,0
2041-07-27,6,4,5,3.18,11,1
2041-07-28,3,5,3,3.36,9,1
2041-07-29,4,3,4,4.92,8,1
2041-07-30,4,1,1,2.12,4,0
2041-07-31,4,0,2,2.05,2,0
2041-08-01,4,5,5,4.62,11,1
2041-08-02,4,3,5,2.75,8,1
2041-08-03,1,0,1,3.44,2,0
2041-08-04,3,5,5,4.31,10,1
2041-08-05,2,2,2,4.33,4,0
2041-08-06,10,1,0,4.68,5,1
2041-08-07,4,2,2,2.59,6,0
2041-08-08,5,2,0,3.41,6,0
2041-08-09,4,0,2,3.04,4,0
2041-08-10,4,1,0,3.47,6,0
2041-08-11,6,4,5,3.15,10,1
2041-08-12,7,3,5,3.71,8,1
2041-08-13,10,1,1,1.59,3,0
2041-08-14,1,0,2,3.21,4,1
2041-08-15,9,1,0,2.96,6,0
2041-08-16,4,2,2,2.46,5,0
2041-08-17,3,4,4,4.36,11,1
2041-08-18,2,2,0,3.62,4,0
2041-08-19,5,3,4,1.51,11,1
2041-08-20,4,1,0,2.11,5,0
2041-08-21,4,1,2,2.38,4,0
2041-08-22,3,0,1,3.93,3,0
2041-08-23,5,5,4,1.7,8,1
2041-08-24,3,0,0,4.51,6,0
2041-08-25,3,4,5,4.88,8,1
2041-08-26,5,0,0,2.77,3,0
2041-08-27,9,2,0,4.7,6,0
2041-08-28,3,5,3,2.15,11,1
2041-08-29,1,2,1,4.81,2,0
2041-08-30,4,0,0,4.36,6,0
2041-08-31,7,2,2,2.47,4,0
2041-09-01,4,2,2,2.91,3,1
2041-09-02,4,2,2,3.23,4,0
2041-09-03,6,1,2,2.85,6,0
2041-09-04,4,1,1,2.51,6,0
2041-09-05,6,2,1,2.91,3,0
2041-09-06,6,1,1,1.75,4,0
2041-09-07,3,2,2,1.66,6,0
2041-09-08,2,2,2,4.52,3,0
2041-09-09,5,1,2,3.49,4,0
2041-09-10,5,3,4,3.72,11,1
2041-09-11,6,5,5,1.74,11,1
2041-09-12,5,1,0,2.74,6,0
2041-09-13,2,2,1,3.66,2,0
2041-09-14,1,1,2,4.62,4,0
2041-09-15,4,1,1,2.6,4,0
2041-09-16,3,1,1,3.09,3,0
2041-09-17,3,0,0,2.73,5,0
2041-09-18,2,0,1,2.74,3,0
2041-09-19,5,2,2,1.99,5,0
2041-09-20,4,1,0,3.23,4,0
2041-09-21,3,5,5,1.97,11,1
2041-09-22,6,1,2,1.79,2,0
2041-09-23,2,2,2,3.81,4,0
2041-09-24,5,1,2,4.04,4,0
2041-09-25,6,2,1,4.39,5,0
2041-09-26,4,0,2,3.49,6,0
2041-09-27,2,1,0,3.7,6,0
2041-09-28,4,1,1,1.92,2,0
2041-09-29,4,3,3,4.56,8,1
2041-09-30,5,2,0,2.63,2,0
2041-10-01,7,5,4,4.64,10,1
2041-10-02,1,2,0,4.09,4,0
2041-10-03,6,2,0,4.17,6,0
2041-10-04,6,1,1,1.66,6,0
2041-10-05,3,3,5,4.36,10,1
2041-10-06,3,0,2,3.53,3,0
2041-10-07,1,0,2,3.51,4,0
2041-10-08,5,0,0,2.63,5,0
2041-10-09,3,2,1,1.98,3,1
2041-10-10,3,4,5,4.58,10,1
2041-10-11,3,0,1,3.0,4,1
2041-10-12,3,0,1,2.67,3,0
2041-10-13,2,1,1,3.15,5,0
2041-10-14,3,0,0,4.29,5,0
2041-10-15,4,2,2,4.36,5,0
2041-10-16,3,2,0,3.13,4,1
2041-10-17,1,0,0,3.83,6,0
2041-10-18,1,1,2,2.36,4,0
2041-10-19,4,2,2,4.05,4,0
2041-10-20,2,0,0,1.54,2,0
2041-10-21,3,2,1,4.96,5,0
2041-10-22,3,3,5,4.68,10,1
2041-10-23,5,2,1,2.79,2,0
2041-10-24,1,5,3,4.45,10,1
2041-10-25,5,2,0,2.7,2,0
2041-10-26,4,1,1,4.19,6,0
2041-10-27,7,1,2,2.57,5,0
2041-10-28,7,1,0,2.19,5,0
2041-10-29,2,5,3,4.86,10,1
2041-10-30,2,5,4,2.53,8,1
2041-10-31,7,1,2,3.68,5,0
2041-11-01,6,5,4,4.35,11,1
2041-11-02,4,0,0,4.23,4,0
2041-11-03,5,5,4,2.02,10,1
2041-11-04,5,2,0,4.77,6,0
2041-11-05,3,2,0,4.3,4,0
2041-11-06,7,1,2,3.12,6,0
2041-11-07,7,0,2,2.35,3,0
2041-11-08,5,1,2,1.54,4,0
2041-11-09,1,3,5,2.27,8,1
2041-11-10,3,2,2,3.45,6,0
2041-11-11,9,4,3,4.98,10,1
2041-11-12,3,3,4,2.44,11,1
2041-11-13,5,0,2,1.85,3,1
2041-11-14,0,1,1,2.64,4,0
2041-11-15,9,1,2,2.42,6,0
2041-11-16,2,2,2,4.72,3,0
2041-11-17,6,2,1,3.79,2,0
2041-11-18,2,5,5,1.76,8,1
2041-11-19,4,2,2,2.38,3,0
2041-11-20,0,2,1,3.27,2,0
2041-11-21,4,0,1,4.81,3,0
2041-11-22,5,2,1,4.96,5,0
2041-11-23,3,0,1,2.33,4,0
2041-11-24,2,2,2,3.75,3,0
2041-11-25,5,0,1,2.9,5,0
2041-11-26,2,5,5,1.72,11,1
2041-11-27,3,5,3,4.69,10,1
2041-11-28,6,0,2,3.25,2,0
2041-11-29,4,1,2,1.69,5,0
2041-11-30,5,0,0,4.56,2,0
